account_id,threat_level,failed_transactions
C1257189207,82,11
C682164314,0,2
M1047330349,5,4
M1977781150,20,0
C84477973,70,4
C1653252688,96,34
C325441325,13,3
C282321062,55,3
C1152872445,10,0
C1734183258,15,13
C1808035518,18,3
C994271101,22,2
M98942561,53,2
C1171003423,19,3
M1523920683,8,0
C1348853120,19,1
C1742307165,12,4
C206197207,8,7
C963749685,22,2
M1265176375,64,1
C1071924648,1,3
C1371659508,19,10
M1573925515,19,35
C1522398916,89,4
C530825457,52,45
M689596969,26,1
C1467097038,3,5
C1002885011,14,5
M2035031271,91,3
C1804967802,7,1
C289462149,1,0
C1819845825,15,2
C1919893464,10,3
C1781127644,29,4
C838759418,25,2
C1670604835,14,1
C1477433125,6,2
C323131442,31,1
C180689998,14,4
C562422134,40,19
C668677796,56,2
C2040195203,40,1
C171693930,23,2
C2101058280,19,26
M1367293223,1,4
M1427478688,17,3
C1977337631,25,2
C418413338,7,3
C1733565480,22,5
C1351604555,20,0
C1799632392,20,2
C740029002,29,3
C2146077801,13,3
C2142140994,48,2
C457586283,48,4
C419361275,76,4
C783186379,46,35
C2126545173,1,3
C500297528,8,4
C964285182,12,32
M1256740991,19,4
C1858982523,59,1
C299568229,6,2
C1903162138,22,4
C2013008658,16,10
C1380475093,33,9
M1087103655,10,1
C917677193,27,13
C1125333255,19,5
C1842799742,6,1
M494655223,27,3
C1488090172,4,4
C1753867292,8,4
C373895256,29,7
C845416308,24,1
C2072320858,45,1
C1770209557,95,2
C1291030128,75,3
M790374511,33,2
M828994161,81,6
M200549901,11,1
C1126567051,7,3
C1371436745,13,3
C887129693,28,5
C845487324,18,2
C1272377733,2,11
M2051996295,57,6
M1998979278,53,2
C2022210674,2,4
C1363299462,9,4
M946198944,3,4
C302584855,15,0
M1251434566,30,0
C1074649790,27,4
M1627016431,12,33
C1572972357,43,0
C2024796549,24,11
C923360797,23,6
C1272971238,32,8
C533027548,16,3
C1302887939,57,1
C85329737,24,0
C943271871,52,4
C1917668757,1,12
C1909363754,52,2
M2029171524,10,2
M1642609870,5,2
M2031817417,35,0
C847682979,18,2
C716191907,46,2
C2056987083,40,3
C110787881,17,21
C1592979314,6,9
C56486579,47,0
C1421432490,25,0
C823289261,3,3
C1523925380,27,1
C1520622236,71,2
C1883456618,16,8
C1220479555,14,6
C1226531198,3,6
C714913429,53,4
M1305546341,15,0
C1232515118,29,3
C598346092,41,3
C1204324996,57,1
C646026727,7,3
C1115186519,9,4
M882148057,31,11
C2120137041,26,6
M1930115265,28,28
C1594664509,23,0
C548611221,1,4
M1470917928,32,24
C1498191529,19,3
C613366074,75,1
C1653066406,20,1
C823008246,19,9
C386692409,2,1
M1875958022,12,3
C239212761,14,4
C922819574,9,0
M48489125,52,4
M1868265549,1,13
M1115381650,22,7
C745609430,2,7
C157010362,98,4
C1741053030,38,1
C2107893473,1,7
M265932493,67,4
C1380708543,80,3
C2018893030,26,7
C1465492989,15,3
M91475248,51,0
C1110176776,11,4
C1356198083,54,8
C1615084847,15,3
C806929811,23,4
C924278471,8,0
C547563683,19,0
C1291910609,29,4
C777279324,43,5
M742395630,28,3
M1549095934,64,1
C827012676,6,4
C926527845,32,1
C2008997153,24,1
C1477602083,22,13
M1977155719,67,35
C611938513,46,1
C1048509161,20,3
C1851055076,18,0
C1172940712,28,4
C618544637,26,10
C560999886,19,0
M2008315440,16,0
C342226691,43,13
M2043203741,15,3
C1917287274,20,2
C809250680,57,1
M470766044,58,9
C818155759,79,4
C1523636783,26,4
M1664456876,9,26
M754167828,14,3
C986365193,8,0
C2108533285,14,26
C1597083905,84,0
C1966402374,34,1
M637566356,21,5
C1996615895,84,3
C655461013,5,3
C1510004789,15,14
C1739014026,9,1
M1797607485,4,1
C1367026195,0,1
M815451404,7,0
M1629533363,13,1
C1998354268,41,4
C2132993392,15,11
C377488632,40,4
C1763752442,20,0
M1450242990,5,4
C1630807420,0,1
C1026580967,19,0
C489846720,14,2
C602497337,5,1
C168778772,28,0
C1419403427,2,4
C841483565,21,1
C1453376937,16,0
C445837922,7,1
C161884633,29,1
C74412537,5,2
C571802760,34,5
C1958689690,28,2
C676217472,6,7
C499085946,0,2
C1824059750,83,3
C2116967997,13,1
C1586712780,9,1
C2136439956,28,13
C1533010787,19,2
M2059520644,20,9
C196678453,16,1
C274843285,57,0
M1232963339,0,2
C909312047,3,3
C1671915214,20,1
C8248066,7,14
C1699088589,18,16
C1684905629,34,9
C1683055902,7,3
M1797238860,65,40
C1161395833,2,4
C1950627109,77,3
C1158529231,5,2
C399951232,18,0
C1981146370,97,13
M1724920959,19,3
C1477101179,19,1
C175382361,51,3
C953448584,21,3
C1340013271,60,0
M359463384,34,0
C200822915,31,2
C1578380554,24,0
C537034924,21,3
C1047908442,95,2
C1743224467,4,4
C1238612057,20,1
C1820314579,29,2
C1809091679,61,11
C402261795,22,4
C1311304394,43,0
C1745234191,89,1
C693900836,58,4
M365767082,0,1
C140477383,36,1
C2029162279,17,3
C1470743515,47,3
C741516110,3,0
C1905258398,58,23
C944510067,48,1
M155887822,19,0
M1498768635,59,1
C1544753351,23,10
C280895991,58,1
C1768370638,13,0
M531742378,4,0
C55414173,23,22
C2021306751,29,1
C1937552885,29,2
M1122207522,25,0
C1391445352,25,1
C1532820276,27,2
C6215134,28,2
C570725373,6,2
C1219866347,45,3
C1039714450,3,4
C1317879563,10,3
C2008578354,34,4
C2061265248,33,3
C822766890,8,8
M569055935,7,13
C814150801,25,0
C1922309481,14,2
C366492396,21,8
C193623235,20,4
C963945031,3,1
C805352425,2,3
C1971526625,27,4
C1051760119,23,2
C757309457,22,6
C1573546115,15,0
C1664077486,45,41
C1998102021,21,12
C984733261,39,2
C812335918,53,4
C1655355756,18,7
M1818760832,6,4
M2119365197,46,4
C14417823,17,0
C959341028,42,4
C259555185,51,4
C1815027890,48,0
C1056670314,3,3
C1551273827,15,0
C1597697182,7,3
C378153737,9,1
C189027121,9,1
M1184132641,41,2
C325946077,4,4
C853610192,4,14
M204201456,13,4
C8925168,14,2
C1521666664,49,3
C432943457,28,2
C457230532,23,3
C137732986,15,2
C501067498,6,3
M1081156221,83,1
M2024356878,0,3
C1932857699,14,4
C985759209,26,4
C262381367,13,0
C1212228711,15,3
C123566507,25,3
C463817038,45,2
C1465645401,14,4
M1460346261,16,4
C1883815640,13,0
C138574758,96,11
C1102748275,80,3
C1789439016,3,2
C1790546074,23,0
C204251124,50,2
C500214207,64,12
C866254567,20,3
M2131983845,27,0
C1955010284,16,3
C810805762,27,4
C1355364448,16,1
C221378791,26,2
C145277674,2,1
C57087263,15,0
C475040332,24,4
C1671170381,24,4
C574122324,1,0
C689253548,13,31
M1720504319,89,15
C1926290864,10,2
C154421944,51,2
C1038001087,37,7
C821263177,15,3
C1217322966,97,4
C704869335,11,8
C263701668,25,4
C279684838,26,12
C514883,4,4
C617440399,21,1
C666022897,29,4
C1429403173,4,7
C1041553959,91,1
C1625143586,11,1
C16214413,3,2
C228039192,15,2
C243183286,5,0
C2068883105,22,3
C621663353,56,4
C1891823973,53,3
M1442120255,31,3
C1751876082,27,2
C1211673635,39,2
C1483105591,18,0
C1625589982,8,3
C548272227,37,3
C1762976857,20,1
C1795508920,27,1
C1754234362,14,2
C1598111953,47,0
C501982600,70,4
C2119382172,47,3
C1445089106,41,0
C567092278,40,2
M1543096844,27,0
C1673996681,21,1
C1609537679,24,4
C1472696376,2,1
M1225080904,4,2
C891773993,20,1
M332998646,35,4
C1008176446,10,0
C433898433,33,3
C1033229819,77,0
C102292906,23,6
C1706037699,52,4
C1059129489,23,3
C1088343910,1,1
C1320111444,24,0
M1979891114,15,0
C1305760961,8,1
M1799955916,15,4
C1135206828,73,1
C883112601,22,4
C979333373,24,0
C386656717,51,2
C3868029,6,0
C1552760664,22,1
C1344715713,7,13
C493322260,78,5
C465793680,7,10
C356621517,18,3
C1669606451,4,4
C1715607429,2,0
C1577384296,47,3
C2139355226,12,12
C305404745,48,0
C1431768386,55,2
C60461138,63,3
C1433914397,10,2
C1486568799,10,13
M1104155291,20,0
C1126548472,37,2
M1128264463,29,3
C36485609,11,18
M3468833,54,0
M539521566,43,13
C1578326362,27,0
C700004572,1,3
C1209235050,63,4
C563372005,16,8
C2008137353,91,4
C998582519,55,0
C1752786483,7,0
C1393666187,1,4
M1170254189,53,33
C1439740840,42,3
C730169492,2,2
C195484696,20,2
C2060771363,54,4
C928080717,5,3
C1296013004,1,0
C1574807586,1,3
C1237402010,21,2
M1423569186,14,0
M935454161,35,0
M1050302074,11,0
C1588506027,8,1
C225616697,67,2
C1695619661,26,0
M1099500030,22,1
C1945087449,57,3
C833010572,16,2
C1713660191,24,2
C1381576552,89,0
C2159472,27,1
C1769188335,52,12
C1052284137,7,4
C903856704,26,4
C640012175,17,3
C1760294306,3,2
C1907228493,23,11
C1151361813,27,4
M194912274,9,2
C293639029,5,7
C713066557,43,0
C1324366542,27,2
C410188322,20,1
C757458150,2,0
C931529382,20,6
C996891607,73,4
C1982233588,27,4
C786116491,0,9
C1615837469,27,1
C297995319,6,9
C1442617177,11,0
C860083072,33,3
C722031911,26,3
C1578902845,13,0
C798979222,13,4
C550919269,12,2
C504338678,18,2
C1910732524,4,2
C2049673824,24,2
C2082994311,9,2
M937704610,7,5
C2008161841,36,2
M1324652020,30,8
C1066209733,51,1
C602843669,2,4
C256588926,8,3
C1703389933,30,4
M2139778778,28,4
C687033124,99,2
C980581010,28,10
C1427061828,14,2
M986712671,29,0
C1028049984,89,2
C837746552,7,1
C284807133,25,0
C1273964770,31,2
C2019649163,26,6
M1572307083,22,4
C1336228143,53,1
C1581001485,40,7
C572771341,5,9
C1866061659,47,3
C271930951,9,2
C971627040,19,2
C1438341495,16,2
C1646562974,35,1
C31399993,3,8
M993002819,8,1
C1406099855,12,4
C869294983,7,0
M1002932182,53,1
M1533841211,17,4
C1671342526,5,14
C1097698393,11,11
M1074777352,13,0
C1709797662,29,4
C972798022,18,4
C870218239,32,9
C1005808045,60,3
C1700400236,17,14
M2004112277,71,1
C1568616184,39,41
C1945652710,80,12
C255214104,19,4
C1205102139,18,3
C1200734022,21,4
C1647147930,24,1
C407427490,14,13
C1966984334,29,32
C791288135,47,2
C1449857686,8,0
C2122166618,8,4
C267553328,16,1
C1119605590,26,0
C142225232,14,3
C605011474,17,0
C1091526978,23,3
C1271215958,80,4
C1662254947,6,41
M2098583067,29,1
C806087174,39,1
M119051865,11,12
C1610762623,96,3
C991555850,23,25
C851639308,13,1
C1317828214,21,1
C1469499213,12,1
C1185640575,18,1
M1189159044,90,2
C1739736459,16,0
M481869330,55,3
C1821386415,19,2
M2049282112,43,8
C1330988023,85,6
C567841140,13,4
C1040331587,68,1
C1894538962,26,0
C195518887,5,49
C429282035,51,1
C1357984916,25,3
C885786349,11,12
M416935282,3,4
C1667835891,16,1
C2021067197,42,0
C19799145,21,4
C765301486,17,4
C1261000193,15,3
M232517283,4,4
C954658479,36,3
C639283841,21,0
C829622886,28,4
C1443756363,22,3
C358510005,46,2
C1078835844,70,2
M931580026,8,0
C1390328972,12,2
M1078431285,14,4
C109619404,27,4
C1573104468,17,2
M1525948361,8,4
C1143688311,29,2
C262545863,87,3
C196342663,27,0
C1781776436,17,9
M534497103,21,0
C1942804098,12,1
C635388833,9,12
C2124140952,23,1
C367955047,15,0
C573473858,22,0
C963027341,12,3
C1011673720,26,4
C146599163,32,2
C306206744,12,6
M1429176815,38,4
C304694471,3,3
C1095163634,7,1
C2079909170,33,1
C1598618881,47,2
C1518387482,1,0
C90841996,9,2
C2142835856,4,3
C18948954,4,10
C479465486,56,2
M1523402631,72,13
C406270101,47,3
C742508903,95,6
C1524031739,14,3
C1331799229,19,1
C1834269530,24,9
C746281116,5,3
C1054530162,8,10
C2070030575,12,0
C1583540475,18,0
C591099322,22,1
C1355698898,69,0
C623598328,33,0
C2083527645,12,4
C2142422300,8,0
C1334639239,12,2
C60002973,50,4
C782267522,13,0
C1259895624,4,4
C1263652542,24,1
C1975194579,2,3
C1347272296,23,4
C147678055,3,0
M677481522,25,1
M1256216738,26,13
M1143775852,18,0
C1228864976,24,0
C231096990,47,4
M1345517544,38,0
C1224635584,6,1
C1217531462,6,4
C1073902578,3,13
C1411364179,18,14
C1354908694,16,3
M1436432966,22,3
C762624443,82,3
C979540058,12,2
C1119807672,29,20
C1941407095,4,13
C740474912,27,1
C1313471918,12,7
C1292847444,15,3
C1867240230,90,0
C2010946110,17,4
C265084158,7,0
C1816430595,18,4
C1576680452,26,0
C478572372,31,2
M1273208140,1,2
C456646002,32,1
M324635066,0,4
C1405136745,51,7
C1338005944,64,1
C1588860395,90,1
M1204800668,15,3
C1287650869,94,4
C149951891,32,2
C1107978197,57,0
C216625470,0,3
C1147948207,55,2
C1426624979,64,1
C1089158042,22,8
C1866374135,11,1
M787998869,22,2
C254020817,3,0
C402741218,97,5
C1456433072,20,0
C539348801,35,0
C1640755058,41,2
C1244564136,52,6
C451981885,18,0
M493667602,7,2
C2009022654,10,2
C62438802,90,0
C620756705,22,1
C826666059,27,24
C1484658748,15,12
C259929508,10,4
C1588329716,42,3
C242473558,28,0
C1796408076,31,0
C471971999,61,4
M1007141600,94,3
C1709348413,80,3
M128889921,5,2
C2044636303,0,5
C615549359,72,8
C338730508,11,1
C838924005,75,13
M112430326,3,12
C1096287239,6,2
C2061604304,3,4
M1097219692,27,7
C1010252616,33,2
C324327956,29,2
C828207415,6,3
C1846224309,23,1
C1036396226,45,11
C1840115449,16,0
C1733840383,22,9
C988138425,12,0
C1978811942,8,0
C393190910,4,4
C1990776601,27,2
M399485539,28,0
C297906004,10,2
C2008518777,12,3
M856662239,21,4
M1338369013,59,1
M774834918,25,3
C102714444,7,11
M1484291830,24,4
C862144946,41,4
C1627145061,94,2
C258861734,7,12
C1462280812,3,8
C193913915,1,0
C1694009081,11,1
C1332229527,4,1
C32197798,21,2
C1722883468,37,4
C981520764,7,3
C283583603,65,1
C1610809908,3,1
C677051196,1,0
C216055440,68,4
C211517384,9,11
C820140716,22,1
C1529154746,75,1
C302294633,1,4
C1077799742,5,2
C1377280897,94,1
C1630644567,34,2
C1467593727,10,1
C1437421570,75,4
C65985422,7,1
C490602044,59,1
C171432709,70,46
C510188514,8,4
M22413369,18,4
C951023714,20,3
C1658955103,11,1
C1516818015,22,37
C4679258,45,0
M187073825,3,0
C800874231,38,1
C1444616978,10,1
C1113924203,9,1
C451029531,12,1
M1945178871,67,4
C1575666453,3,1
M711889,96,5
C1811652030,89,2
C97261318,59,12
C1265526653,58,1
C1306415437,96,13
C1831132904,33,0
M901061810,4,5
C1905022556,29,2
C11108370,22,1
C1834349603,43,1
C386629153,60,1
C45215814,28,1
M353597079,10,42
M1473667471,7,4
C2132652345,92,0
C611493304,0,12
M1237015489,0,3
C1251045532,23,8
M993337800,0,3
C1984651035,25,7
C1592823554,23,1
C510224959,19,7
M1723894641,3,3
M471202144,29,1
C1911600288,5,0
C1940592318,21,2
C884403532,21,12
C853887431,51,1
C126094635,13,3
C1524495207,18,1
C633535920,24,4
C1064012883,19,3
C1156035366,0,3
C1644789648,29,4
C1238731077,16,4
C1676483358,24,2
C1744362381,11,3
M1574775374,15,6
C1891361828,37,3
C343415831,25,1
C1466800446,49,2
C389084886,12,1
C2065484477,38,1
M1103126619,40,2
C1815280067,15,13
C1966666826,38,1
C1380349567,36,0
C1744886221,36,1
C102450951,3,3
C596199936,29,1
C858540939,17,2
C1971054093,73,2
C523407606,0,10
M693038670,2,1
C17034107,12,2
C67426891,27,0
C2088846708,10,2
C1949292876,19,1
C829454298,44,4
M1543323960,77,22
C888133289,29,1
C415664976,18,6
C158724937,31,3
C2028470302,28,2
M1200176573,8,1
M1574169088,6,3
C1772571978,21,4
C976860909,4,32
C1325745365,56,12
C509083644,30,13
C1414320773,0,0
C1245160701,9,4
C1925280774,23,11
C1578148119,31,3
C236701409,25,3
M370388995,8,2
M1928653493,6,4
C715287970,19,2
C2128296951,17,0
C451367507,92,2
C1187651682,4,2
C421898527,5,0
C379738681,47,0
C1819021603,89,14
C502978995,67,1
C208243490,22,2
C1534546292,12,0
C1136739857,17,4
C1426549911,91,1
C296188767,46,5
M670157594,44,1
C112768724,28,4
C1750919395,35,0
C774416446,17,3
C1267113589,7,3
M967030387,17,2
C1389509505,51,13
C1681382371,97,2
C2078704475,16,0
C693125820,37,4
C1732304073,25,0
C484937118,37,4
M1542739766,29,1
C50551143,19,2
C69305151,21,0
C1605514838,34,5
C2045680723,18,4
C1793215696,16,37
C2014323673,23,3
C792284651,19,0
C868565206,15,42
C1932276117,68,3
C1985220781,36,4
C1601009571,18,2
C1907668868,55,42
C1672729689,9,9
M1198012730,71,1
C755194686,24,3
C1774499879,22,3
C2040563169,33,4
M910690230,9,0
C1622589378,21,4
M1780313139,22,1
C1572071820,4,4
C1733175305,8,3
C1831529456,3,45
C1852087684,80,6
C658478337,6,1
C926388073,3,1
M1159364370,26,0
C1072931046,45,3
M1036057675,48,4
M2003616834,8,0
C1617501731,2,1
C1637109620,25,2
C1823150042,38,0
M2058392100,4,4
M407650093,15,11
C171339334,25,0
C439397578,20,4
C1485591494,22,4
C590362838,52,0
M1452209621,44,4
M1792144355,5,1
C1541089654,38,0
C771536519,6,1
C1729326346,27,0
C1552999118,11,0
C1722472158,4,4
C274230466,65,4
C83842770,11,3
C402614663,20,4
C752914910,26,17
C1487181214,40,6
M1063888795,29,23
C686483758,24,1
M155581407,0,3
C190516092,73,2
C1294785089,8,13
C1088650686,1,3
C156116473,18,4
C361007095,22,4
C1328047182,1,2
M255620985,49,4
C1868777571,0,1
C1403329006,7,4
C922540199,57,38
M1329110833,26,3
M1687398950,6,4
C2032090258,24,4
M1191338689,12,13
C813931634,67,3
C1590438263,33,11
C1967632347,27,7
C2043034524,63,12
C1362635797,18,3
C1243404840,3,1
C97474516,24,2
C1322903109,87,2
C138997040,3,4
C1706545542,65,4
C500149308,27,0
C296537654,53,2
C1984109,17,2
C351760410,91,2
C833463550,23,3
C20816541,62,4
C779701576,37,4
C1584847368,41,4
M2134355677,6,0
C918684226,5,6
C37928805,13,0
C1088739756,29,35
C2094880592,27,1
M1185679378,16,2
C683963247,66,0
C322712513,9,2
M124802669,45,2
C576718894,13,1
C814677233,13,11
C914703529,43,1
C258994556,22,2
C458581376,20,11
C1469698996,12,0
M771517356,26,3
C850839678,26,0
C1907044293,28,1
C1971839178,82,4
C423898408,4,3
C521066417,1,1
C1053414206,43,2
C2080608067,13,14
C270186817,19,4
M2024312791,5,4
M2088923609,0,0
C272129177,1,0
C1348678797,11,4
C861893993,30,26
M761235472,38,0
C450792391,35,0
C1833399833,3,6
C430174355,7,1
M2145697324,46,2
C872373599,39,2
M2050236458,88,1
C1262709265,9,1
C1365509496,52,28
C1216755737,12,1
C623569576,3,3
C201738329,1,3
C1962928621,41,3
C1897629923,15,2
M1775142504,28,0
C622612270,22,0
C1446204747,78,0
C1970885715,11,10
C1673215359,7,12
M995108468,5,0
M793644828,57,4
C1043555623,63,3
C1504583968,57,1
C2109638287,19,1
M919910904,5,17
C368228609,23,5
C809801030,18,3
C1380927357,22,1
C310369016,42,9
C53308200,11,3
C1738688264,27,3
M578522544,81,5
C1953580116,27,4
C1828825845,26,4
C413527927,15,3
C838495102,7,0
C610569742,6,1
C578662046,36,3
M818744106,46,4
C123271513,26,3
C482974688,7,1
C123775752,88,0
C776943317,5,22
C230716352,2,1
M1694876013,23,3
M1549202476,2,1
C1910787715,40,4
C2107000276,16,14
M2029129370,5,2
C2054616244,25,3
C1657771751,49,1
C457414586,53,0
C170743855,2,2
C1199258183,11,4
C1561119912,47,4
C2110259130,0,3
M983734789,40,2
C1802625033,23,11
C1530859482,82,3
C2076284895,31,0
C435374464,16,1
C2030483700,7,4
C244427288,6,33
C1212004413,17,3
C1386809119,40,1
C1324984511,77,1
C140508825,19,4
C1941053102,27,3
C1979660459,16,0
C2033335961,9,3
C619727247,1,2
C2035977329,72,4
M392826253,89,2
C962267203,37,11
C1751357636,20,3
C586927729,54,3
C1217174694,24,4
C901463451,11,4
C1476284597,0,9
C918732814,14,4
C704248437,9,1
C1776902058,43,1
C1173648505,25,14
C1522688362,23,4
C1813231140,64,2
C2013914000,20,4
C835283386,2,3
C344667482,0,0
C82967872,35,21
C1232400825,45,3
C1307201717,17,0
C656400047,30,1
C2001028733,0,2
M1170700870,20,2
C767753748,9,4
C1546524717,12,1
C1740904824,28,0
C692810537,29,42
C1753221242,7,1
M1629652511,6,3
C1718510079,15,0
C1921149538,8,1
M61504947,52,0
C1158864371,36,3
C1717530380,17,1
C1084778060,1,7
C1237757686,50,3
C1832333837,4,4
C905665675,15,2
C1225417898,8,1
C386984680,4,45
C665289555,16,2
C1638663261,90,1
C2041908006,10,4
C1426688213,4,0
C1318505582,2,1
C98639184,15,2
C1784230457,40,2
C1892749167,15,1
C1624148917,82,2
M444208893,27,2
C909133263,7,4
C945975964,14,4
C671519079,11,0
C1776827962,77,17
M1554617185,9,7
M318198714,27,3
M541595940,29,1
C1565471483,5,13
C632670407,93,0
C366322706,54,4
M1950672497,8,2
C1799402968,33,2
C135132555,17,6
C1991740581,22,2
C1949146273,79,2
C274833616,3,14
C676671752,51,5
C1536363202,29,2
C962824159,20,5
M2057283580,52,0
C1820924470,31,2
C416005614,4,2
C1659602887,9,3
C1222139264,7,3
M1249318118,5,5
M63594130,3,4
C1672144132,74,3
C600929605,42,3
M1784349994,85,0
C517631066,79,9
C194783153,58,4
C260945123,24,3
C1486381086,16,0
C329611957,90,1
C2123519680,70,5
C2018448982,20,4
C1098534205,12,3
C242258797,19,4
M585375996,9,17
C1638818517,6,0
C1830094235,0,1
C1155769157,28,3
M1056507933,3,2
C448555696,17,0
C201482189,79,1
C1279639341,33,1
C951830486,17,3
C184393586,23,0
C1544804565,13,1
C204350314,19,2
C1423998702,13,4
C1088882598,53,0
C1522027461,9,2
C1140221943,1,2
C581255316,22,4
C980197183,25,0
C1918051522,12,0
C1965011962,48,0
C847560346,44,9
C57368482,26,0
C1002091428,28,0
C1918548439,5,13
C1472098152,0,4
C9772731,23,4
C1992140979,2,3
C1581557418,10,2
C211065329,50,2
C1846963022,14,1
C944966910,5,2
C217010931,14,4
M260163872,17,2
C1342571272,21,0
C1495225575,25,0
C276926098,50,2
C978358114,82,0
C1376778217,18,4
C108804899,14,1
M1960575494,20,5
C980380973,32,1
C520582064,55,1
C1597157282,11,0
C1319940295,55,4
M1521899746,90,1
C1483912761,17,1
M1134990203,29,2
C1607775090,21,2
C1673497915,67,12
M19245749,20,12
M1443775198,47,2
M312728415,20,3
M777393911,70,17
C2131401322,13,1
C810140102,10,2
M1257286492,24,3
C103115033,11,1
C597503102,17,1
C99418495,27,2
C889162133,2,2
C833371614,34,1
C122180658,27,1
M1337372216,17,4
C1286952746,5,0
C1534361645,27,3
C192935749,24,3
C1021314422,6,13
C1144244206,69,6
C1217465014,27,3
C614835496,17,1
C1833097592,27,1
C1343273733,77,9
C1726407436,29,4
C1856913865,18,0
C1093704,18,1
C1100868776,41,1
C1023414212,23,4
C36000746,17,2
C580810934,3,0
C1135056444,8,25
M1794377586,3,4
C1577601337,26,3
C1051959167,55,1
M748011846,8,3
C174651725,19,9
C315731940,6,0
C1561831202,26,1
C1976863079,81,12
C258883147,10,0
M827663573,90,0
C1564035397,29,3
C1764583028,1,2
C1371369658,18,3
C1418026421,13,1
C1375677658,12,1
C565408667,2,7
C943679012,0,2
C590001867,11,1
M1981041665,92,1
C295089620,45,0
M107623988,12,2
C1318738611,13,3
C238814787,82,2
C443868246,7,2
C884929969,28,8
C230223090,11,4
C217625230,12,2
C788876790,7,1
C605523110,80,9
C1041478004,53,1
C1546300054,21,3
C1988554189,37,2
C2030361324,20,14
C1791694047,4,9
C1393606067,94,8
C1754087707,30,1
C1337606034,27,0
M1546649082,28,2
C1353907463,27,3
C342513927,21,1
C1439899163,58,3
C1373873386,21,2
C330996942,8,2
C1101377935,45,11
C1973569728,22,1
C17514695,39,3
C794808585,91,4
C950015991,20,1
C967979299,12,7
M485061554,7,4
C1270422569,38,0
C1046642356,0,1
C1176118339,92,24
C1111850484,13,35
C1072665864,3,2
M1402700204,9,4
C677851732,2,24
C588633149,66,0
C1138675547,77,0
C1778093372,46,5
C2144324756,7,9
M1428970683,23,2
C1773004975,28,4
C577821164,7,4
C1731075030,8,1
C956636266,21,0
C576782065,4,1
C925084569,17,0
C708161836,40,10
C1466283505,3,1
C975413223,26,8
M1201818774,13,2
M1671834435,24,0
C157956412,4,1
M1902933844,37,0
M1098779396,53,6
M879224544,2,0
C338610447,1,4
C1530198582,12,4
C1474196179,41,2
C820917061,59,1
C577837230,56,7
M303618110,16,1
M457011505,16,4
C1242001132,94,4
C985324373,18,4
C313566608,17,4
C403454526,11,2
C218669057,6,2
C1683260887,96,3
M1112977085,8,3
C705450777,19,4
M78679325,10,0
C356600887,13,13
C745668562,22,7
C1614619549,28,23
C295403005,23,1
C1226739497,17,0
C773847511,5,2
C409910468,5,20
M663718541,9,2
C128407427,73,3
C36534041,26,1
C1467721903,1,3
M2032613644,22,8
C1019178004,18,12
C1085377106,18,0
C632696283,21,3
C961787693,12,2
C1929973296,11,3
M691557056,28,3
C24736572,30,1
C192790638,58,4
C544669691,24,12
C1050239744,19,1
M1579906064,31,2
C2071680152,55,4
C1041327554,19,0
C2099463976,17,2
M1712674422,23,1
C559810388,62,9
C1384192098,81,1
M1616167277,22,2
M812271595,59,2
C1081590002,29,2
C533492345,80,0
M1102772398,21,2
C1290899239,86,3
C1282195729,62,4
C584259113,20,16
C120277932,26,5
C839156088,22,3
C2133141202,6,19
C1343524412,4,6
M1867664342,9,2
C549157238,0,4
C1800139774,41,3
C985581058,2,4
C1022838474,15,4
M745742727,58,4
C331054561,21,1
C1199495220,11,0
C354755564,53,33
M174585280,14,3
C87380099,19,37
C478635028,20,6
C1013094017,20,3
C1946096247,26,3
M1287808423,21,2
C1318403012,8,0
C1309327594,20,1
C1722260016,6,3
C1206348844,86,2
C92796918,48,4
C1484848720,1,2
C380254830,23,1
M628112005,14,39
C2110335244,13,0
C168856899,52,1
C722436469,9,5
M168406346,59,10
C971941269,28,3
C1003988979,86,3
C141083531,18,4
C1774166420,18,0
C458230071,90,7
C996952080,25,3
C517287703,28,4
M1483327755,21,3
C2114821737,3,1
C59368370,19,0
C844898840,12,4
C459172227,96,2
C605867389,3,12
C1241045648,9,31
C1112180872,6,9
C225070416,49,7
C129242460,22,12
C390175181,44,3
C1396278834,11,4
C105668023,2,3
C593088833,27,1
C81893528,12,0
C1688563256,11,9
C62735747,1,0
M881138866,42,3
M1594090592,44,1
C468476477,26,3
C1940793876,17,5
M82556783,27,10
C769698557,88,0
C1671353324,19,5
C579732067,2,3
C888296784,15,4
C1831414081,46,1
C2102649927,10,0
C270921963,43,4
C100142444,0,2
M1593578463,54,2
C806238040,10,3
C887174176,28,3
C1122552963,15,3
C141460994,26,2
C879619941,24,10
M131698757,24,15
C1915311118,24,3
C209868118,19,3
C2121603705,32,24
C233443582,28,4
C819453413,3,9
C1477908363,21,0
C696147355,17,3
C555218476,47,2
C1946613073,69,1
C1819169839,51,4
C5157895,14,0
C1596606858,5,1
C901299772,23,2
C1566159140,19,3
C1200364066,31,44
C1015384657,19,9
C517356000,41,2
C1282701310,27,5
C1268312876,6,1
C31184634,22,3
C903059148,57,0
C1228656578,1,1
C128816427,12,4
C493260146,54,0
C1589409352,29,14
C1395177907,21,2
C1357917553,24,4
C1873351034,26,2
M1117765327,13,0
C1630690484,4,4
C1038213289,48,1
C460451756,28,3
C553176963,80,6
M245567415,87,4
C168313576,8,3
C947026739,4,4
C1770289013,55,4
C2035017998,58,2
C145912882,6,3
M1120641321,24,1
C520572036,35,3
